	pTemra_001	pTemra_002	pTemra_003	pTemra_004	pTemra_005	pTemra_006
XLOC_019029	0	0.601153	0	0	0.838463	0
XLOC_019030	0	0.224093	0	0	1.01856	0
XLOC_019031	0.0950719	0.899164	0	0	0.494259	0
XLOC_019032	0	0.844833	0	0.230601	0.535466	0
XLOC_019033	19.6305	0.833447	0	19.6497	0.650909	0
XLOC_019034	0	1.08387	0	0	1.13898	0
XLOC_019035	0	1.77857	0	0	0.900493	0
XLOC_019036	0	1.22904	0	0	0.310627	0
XLOC_019037	0.202117	0.789517	0	0.431871	0.204793	0
XLOC_019038	0.607602	0.421526	0	1.20452	0.129424	0
XLOC_019039	0	0	0	0	0	0
XLOC_019040	0	0	0	0	0.0750731	0
XLOC_019043	0.279555	0	0	0.722605	0	0
XLOC_019044	0	0.437402	0	0	1.31256	0
XLOC_019048	0	0	0	0	0.0783011	0
XLOC_019049	0	0	0	0	0	0
XLOC_019050	1.16751	0	0	0.475839	0	0
XLOC_019055	0	0	0	0	0	0
XLOC_019058	0.192784	2.1563	0	0.799386	1.39671	0
XLOC_019059	0.780107	1.13293	0	0.86099	0.450891	0
XLOC_019060	0.54857	29.2271	0	1.56912	14.7616	0
XLOC_019061	0.295943	0	0	0.159918	0	0
XLOC_019062	0.164952	0	0	0.500477	0	0
XLOC_019063	0	0	0	0	0	0
XLOC_019064	0	0.0466552	0	0	0.864664	0
XLOC_019065	0	0	0	0	1.42192	0
XLOC_019066	1.09329	0	0	0.375017	1.21436	0
XLOC_019067	0.24741	0	0	0.371717	1.88734	0
XLOC_019068	0.134657	0.255854	0	0.227115	1.66498	0
XLOC_019069	0.331492	0	0	0.639688	2.39045	0
XLOC_019070	0.213677	0.213613	0	0.114517	2.13234	0
XLOC_019071	0.100379	0.260502	0	0	1.73822	0
XLOC_019072	0.0902638	0	0	0.107252	0	0
XLOC_019073	0.237691	0	0	0.197259	0	0
XLOC_019075	0.169015	0	0	0.195767	0	0
XLOC_019077	0	0.55578	0	0	0.612554	0
XLOC_019078	0	0.132415	0	0	0.441645	0
XLOC_019079	0	0.241963	0	0	0.0782474	0
XLOC_019080	0.644416	0	0	0.620063	0	0
XLOC_019081	0.39056	0	0	0.597469	0	0
XLOC_019082	0.848412	0	0	1.44785	0	0
XLOC_019085	3.60284	0	0	14.254	0	0
XLOC_019088	0.102716	0	0	0.0736245	0	0
XLOC_019090	0	0	0.177993	0	0	1.40818
XLOC_019091	0	0	0.875556	0	0	2.77009
XLOC_019092	0	0.378593	0	0	0.415244	0
XLOC_019097	49.4668	0	0	56.5402	0	0
XLOC_019098	0	0.611386	1.41028	0	1.84284	1.79319
XLOC_019099	0	0.644759	0.299156	0	1.82152	0.408591
XLOC_019100	0	0.552317	0.639468	0	2.0006	0.359348
XLOC_019101	0	0.469673	0.0834351	0	1.8323	0.0948735
XLOC_019102	0	0	0.187679	0	0	0.284017
XLOC_019103	0	0	0	0	0	0.219791
XLOC_019104	0	0	0.624062	0	0	0.521299
XLOC_019105	0	0	1.15613	0	0	0.766696
XLOC_019106	0	0	1.99577	0	0	1.52015
XLOC_019107	0	0	0.29677	0	0	0.387412
XLOC_019109	0	0	11.6874	0	0	26.2608
XLOC_019110	0	0	3.96397	0	0	6.01736
XLOC_019111	0	0	6.0213	0	0	12.2306
XLOC_019112	0	0	2.4736	0.0390586	0	4.32533
XLOC_019113	0.0376683	0	2.4263	0.227165	0	3.51935
XLOC_019114	0	0	2.60864	0	0	4.50917
XLOC_019115	0	0	6.13576	0.17677	0	9.36504
XLOC_019116	0	23.9053	0.746522	0	10.521	1.32751
XLOC_019117	0	1.49848	1.44414	0	1.6859	2.06533
XLOC_019118	1.30109	6.53729	0.92093	2.01519	0.35413	0.962559
XLOC_019119	0.512779	9.3878	2.4953	0.217741	1.82375	3.00056
XLOC_019120	0	0	0.790542	0	0	4.1948
XLOC_019121	0	0	0.532416	0	0	1.94192
XLOC_019122	0	0	0	0	0	0.707325
XLOC_019124	0	0	0.169062	0	0	0.518465
XLOC_019128	0	0	23.6667	0	0	19.3583
XLOC_019129	0.572405	1.47016	0	0.191386	2.13624	0
XLOC_019132	0.154014	0	1.47574	0.179759	0	0.524738
XLOC_019133	0	0	0	0.446901	0	0
XLOC_019135	0	0	0.471119	0	0	0.85301
XLOC_019136	0	0	0	0	0	0
XLOC_019141	0	0	0.0621876	0	0	0.851696
XLOC_019144	0	0.18623	0	0	0.113501	0
XLOC_019145	0	0	0	0	0	0
XLOC_019146	32.577	0	4.35878	21.0144	0	2.82074
XLOC_019147	1.39175	0	0	0.397826	0	0
XLOC_019150	0	9.65515	0	0	9.20753	0
XLOC_019152	0	1.02908	0.399471	0	1.13018	0.273088
XLOC_019153	0	0.851778	0	0	1.07609	0
XLOC_019154	0	0	0.731551	0	0	0.940156
XLOC_019155	0	0	3.07957	0	0	0.926314
XLOC_019156	0	0	3.67343	0	0	1.27924
XLOC_019159	0	16.224	0	0	24.5229	0
XLOC_019161	0	0.841939	0	0	0.593801	0
XLOC_019162	0.461511	0	0	0.817938	0	0
XLOC_019163	0.260152	0	0	0.787288	0	0
XLOC_019169	4.59411	6.30609	0	3.71114	5.20908	0
XLOC_019170	0.444	0	23.6937	0.628969	0	11.7395
XLOC_019171	0.673182	0	0	0.332361	0	0
XLOC_019172	0.133203	0	0	0.303157	0	0
XLOC_019173	0.722116	0	0.105502	0.574054	0	0.657823
XLOC_019174	0.233074	0	0	0.0892692	0	0
XLOC_019175	0.55832	0	0	0.743008	0	0
XLOC_019177	7.90971	0.855071	0	9.66645	0.794809	0
XLOC_019178	0	0	0.465416	0	0	1.08641
XLOC_019183	0	0	0.195731	0.501703	0	0.198379
XLOC_019184	56.5021	0	0	57.5291	0	0
XLOC_019185	0	1.89606	0	0	2.11261	0
XLOC_019188	0	19.8991	0	0	28.6358	0
XLOC_019189	0	0.285731	0	0	0.239811	0
XLOC_019190	0	0.52897	0	0	0.670114	0
XLOC_019192	0	56.567	0	0	82.0049	0
XLOC_019193	0.582558	0	0	0	0	0
XLOC_019195	0.187142	0	0	0.195972	0	0
XLOC_019197	145.738	0	0	159.794	0	0
XLOC_019198	0	0	66.5015	0	0	51.5646
XLOC_019199	1.93089	0	0	0.393317	0	0
XLOC_019201	63.4242	0	0	44.7471	0	0
XLOC_019204	2.93384	133.297	0	4.69113	208.304	0
XLOC_019205	0	0.29555	0	0	0.39977	0
XLOC_019210	0	0	0	0.116997	0	0
XLOC_019211	0.477555	0	0	0.676218	0	0
XLOC_019212	0.261382	0	0	0.914954	0	0
XLOC_019213	0.749433	0	0	0.467686	0	0
XLOC_019214	0.428458	0	0	1.02899	0	0
XLOC_019215	0.149476	0	0	0.746465	0	0
XLOC_019216	0	0.929972	0	0	0.494366	0
XLOC_019217	0	0	14.6861	0	0	22.0814
XLOC_019218	0	1.04019	0	0	1.5001	0
XLOC_019219	0	0.921862	0	0.319842	1.34949	0
XLOC_019220	0.0462123	0	0	0.0512625	0	0
XLOC_019221	0	0	0	0.0824993	0	0
XLOC_019222	42.4993	0	0	34.4681	0	0
XLOC_019223	0	3.20896	0.894166	0	3.34661	0.290685
XLOC_019224	0	53.9012	1.53138	0.238099	50.7074	0.76633
XLOC_019225	0	0	1.84319	0	0	0.305946
XLOC_019226	0	0	0.94169	0	0	0.0623621
XLOC_019227	0	0	1.13977	0	0	0.385759
XLOC_019229	0	0	0.362474	0	0	0.448597
XLOC_019230	2.01729	32.8441	0	1.07195	22.796	0
XLOC_019232	0	0	1.56521	0	0	0.369813
XLOC_019233	0.133596	0	0	0.483553	0	0
XLOC_019234	0.309426	42.2368	42.855	0.939091	44.6729	59.6963
XLOC_019235	0	1.25786	0	0.766038	1.40209	0
XLOC_019236	1.38537	1.14737	0	3.74997	1.77909	0
XLOC_019237	0	1.03414	0	0	0.815259	0
XLOC_019238	0	0.774069	0	0	1.03507	0
XLOC_019239	0	0.898232	0	0	1.26859	0
XLOC_019240	0	0.9557	0	0	2.16046	0
XLOC_019241	0	0.601128	0	0	1.32228	0
XLOC_019242	0	1.30417	0	0	1.17874	0
XLOC_019243	0	0.962316	0	0	1.15879	0
XLOC_019244	0	0.952393	0	0	0.962767	0
XLOC_019246	0	0	5.02386	0	0	2.39013
XLOC_019249	34.5874	0	0	48.5732	0	0
XLOC_019250	0.394227	0	0	0.180231	0	0
XLOC_019251	7.0991	0	34.5694	2.29259	0	23.9765
XLOC_019252	2.05979	0	0	0.453903	0	0
XLOC_019253	0.87918	0	0	0.575827	0	0
XLOC_019257	0	0	1.05601	0	0	1.0962
XLOC_019258	0	6.74783	0	0	4.50504	0
XLOC_019266	0	9.63218	0	0	12.8384	0
XLOC_019267	0	0.161176	0	0	0.499036	0
XLOC_019269	0	2.84869	0	0	0.966329	0
XLOC_019274	0	0	0.124587	0	0	0.137206
XLOC_019277	0.0766666	2.0547	0	0.400118	4.56803	0
XLOC_019278	0.625318	4.3917	2.25434	0.344569	5.42215	3.89403
XLOC_019279	0.54217	0	0.834904	0.288089	0	2.44209
XLOC_019280	0.439336	0	0	2.42962	0	0
XLOC_019281	1.21489	0	0	0.779288	0	0
XLOC_019283	0	0	0.794961	0	0	0.555266
XLOC_019284	0	2.76534	0	0	2.29539	0
XLOC_019285	0	0	0.387864	0	0	1.6293
XLOC_019286	1.27688	0	0.211723	1.18231	0	1.17967
XLOC_019287	0	0	0.146599	0	0	1.56596
XLOC_019289	0	0.0822931	0	0	0.0501632	0
XLOC_019290	0	0.119695	0	0	0	0
XLOC_019291	0	20.3236	0	0	28.1413	0
XLOC_019292	8.00117	2.33011	0	9.10746	2.7602	0
XLOC_019293	0.0902705	0	0	0.20598	0	0
XLOC_019296	0	0	7.33119	0	2.27192	7.79503
XLOC_019298	0	0	0.759492	0	0	1.23083
XLOC_019300	0	4.92743	0	0	4.97799	0
XLOC_019301	0.253369	21.2193	0	0.650565	18.4596	0
XLOC_019302	0	0.0821267	0	0	1.02981	0
XLOC_019304	90.0995	0	0	122.225	0	0
XLOC_019305	1.25909	12.4665	0	1.81293	12.8611	0
XLOC_019308	0.382858	0	0	0.243368	0	0
XLOC_019311	0	0	0	0	0	0
XLOC_019312	1.02555	0	0	3.4466	0	0
XLOC_019313	0.887904	0	0	2.93493	0	0
XLOC_019314	0.593301	0	0	2.85108	0	0
XLOC_019315	1.02978	0	0.854742	3.39086	0	1.55735
XLOC_019316	1.36702	0	0.452468	3.81019	0	1.70342
XLOC_019317	1.38233	0	0	2.7656	0	0
XLOC_019318	0.190083	0	0	0.778132	0	0
XLOC_019319	0.281721	0	35.6222	0.733674	0	52.5232
XLOC_019320	0.130978	0	0	1.01321	0	0
XLOC_019321	0	0	0	1.08559	0	0
XLOC_019322	0.227258	0	26.8699	0.702064	0	43.9142
XLOC_019323	0.31863	0	0	1.85415	0	0
XLOC_019324	0.228061	0	0	0.765577	0	0
XLOC_019325	0.478509	0	9.94118	1.41548	0	11.0305
XLOC_019326	0.470121	0	0	1.02994	0	0
XLOC_019331	0	0	0	0.105933	0	0
XLOC_019333	0.570786	0	40.6508	0.0872787	0	37.3534
XLOC_019335	0	0	24.1935	0	0	16.5549
XLOC_019339	0	1.55771	0	0	1.79519	0
XLOC_019340	0	0.599051	0	0	0.634029	0
XLOC_019341	1.16495	0.396923	0	1.55206	0.20603	0
XLOC_019342	1.40465	0.706346	0	1.47673	0.50564	0
XLOC_019343	1.0849	0.863964	0.999914	0.628689	0.924707	0
XLOC_019344	1.74714	0.151475	0	1.85264	0.172497	0
XLOC_019345	0	0	0	0	0	0
XLOC_019346	0.211443	0	0	0.120725	0	0
XLOC_019347	0	63.8365	0	0	33.4172	0
XLOC_019348	0.152722	0	0	0.310599	0	0
XLOC_019349	0	0	78.1488	0	0	69.9405
XLOC_019351	0	1.21723	0	0	0.226421	0
XLOC_019354	0	0	57.2655	0	0	43.4506
XLOC_019355	0	0.794374	0	0	0.513693	0
XLOC_019356	0	2.75443	0	0	2.28492	0
XLOC_019357	0	0	0	0	0.265021	0
XLOC_019358	3.68228	0.164788	0	0.178503	0.459861	0
XLOC_019359	1.03142	0.0560539	0	0.0924851	0.322282	0
XLOC_019360	0	0.101319	0.233597	0	0.31098	0.0840389
XLOC_019364	0	0.441692	0	0	1.24819	0
XLOC_019365	0	0.177064	0	0	0.734609	0
XLOC_019366	1.07168	0	0	0.576217	0	0
XLOC_019367	0	110.049	28.823	0	107.157	51.2056
XLOC_019368	0	0.450009	0	0	0.253521	0
XLOC_019369	0.0996466	34.4868	0	0.0479835	32.5483	0
XLOC_019370	0.0879894	0	0.677424	0.275152	0	0.746267
XLOC_019371	0	0	0.624046	0	0	0.462119
XLOC_019372	0	0	1.0773	0	0	0.607025
XLOC_019373	0	0	0.151939	0	0	0.233413
XLOC_019377	0	0	0	0.0579873	0	0
XLOC_019378	0	0.743356	0	0	0.287282	0
XLOC_019381	0	1.59784	0	0	0.356182	0
XLOC_019382	0	0	0	0	0	0
XLOC_019383	0	0	4.38845	0	0	2.86435
XLOC_019384	0	0	0	0	0	0
XLOC_019387	0	0.779005	0	0	1.25141	0
XLOC_019388	0	2.5151	0	0	0.654133	0
XLOC_019389	0	1.14207	0	0	1.18007	0
XLOC_019391	0.663353	0	0	0.314175	0	0
XLOC_019392	0	0.999392	0	0	0.240658	0
XLOC_019393	0	0.819666	0	0	0.881937	0
XLOC_019395	21.1965	0	0	22.7393	0	0
XLOC_019396	0	0	0	0	0.0424056	0
XLOC_019397	0.695867	0	0	0.495129	0	0
XLOC_019402	1.0531	0	0	1.14917	0	0
XLOC_019403	0.0467183	0	0	0.642048	0	0
XLOC_019404	0.0812791	0	0	0.579066	0	0
XLOC_019405	0.190937	0	0	0.493146	0	0
XLOC_019408	0	0	0.156504	0	0	0
XLOC_019409	3.64849	0	0	6.75848	0	0
XLOC_019410	0	1.68412	0	0	0.535872	0
XLOC_019414	4.39182	0	0	4.2255	0	0
XLOC_019415	10176	0	0	8672.89	0	0
XLOC_019416	0	0	0	0.378985	0	0
XLOC_019417	0	0.129907	40.8929	0	0.812829	42.7363
XLOC_019418	0	0.365932	0.36732	0	1.51374	1.54913
XLOC_019419	0	0	0.381533	0	0	1.64966
XLOC_019420	0	0	1.49742	0	0	2.18849
XLOC_019421	0	0	0.338586	0	0	1.92763
XLOC_019422	0	0	1.20154	0	0	1.95886
XLOC_019423	0	9.70561	1.12315	0	9.84203	1.76745
XLOC_019424	0.718677	0	0.630659	1.3221	0	1.61414
XLOC_019425	0.487388	0	0.905491	1.00156	0	2.42297
XLOC_019426	0.525918	0	0.098432	1.11239	0	1.15433
XLOC_019427	0.749308	0	0	1.05435	0	0
XLOC_019428	0.282396	0	0	0.194187	0	0
XLOC_019432	0	0	0.954425	0	0	1.42772
XLOC_019435	0	0.385729	0	0	0.132792	0
XLOC_019436	1.40987	0	0	1.08792	0	0
XLOC_019437	0	0	0	0.291713	0	0
XLOC_019438	0	0	0	0	0	0
XLOC_019441	0.275208	2.38274	0	0.964392	6.39186	0
XLOC_019442	0.428009	0	0	0.851579	0	0
XLOC_019445	0	0.329251	0	0	1.31102	0
XLOC_019446	8.72657	0.231629	0	12.994	0.487527	0
XLOC_019447	0	0.384527	139.617	0	0.653192	108.556
XLOC_019448	0	0.364261	0	0	0.658406	0
XLOC_019449	0	0.419803	0	0	0.590777	0
XLOC_019450	0	0.586713	0.439961	0	0.457641	0.839594
XLOC_019451	0	0.54428	0	0	1.06253	0
XLOC_019452	0	0.0657587	0	0	1.05661	0
XLOC_019453	0	0.396509	0	0	0.855079	0
XLOC_019454	0	1.02352	0	0	0.116936	0
XLOC_019455	0	1.43843	1.75196	0	0.155293	2.20076
XLOC_019457	0.497249	0.0789265	0	0.347516	0	0
XLOC_019458	0	0.800023	0	0	1.70687	0
XLOC_019459	0	0	0.689283	0	0	0.242207
XLOC_019460	0	0.612217	1.74538	0	1.03223	0.851361
XLOC_019461	0	0.903147	0.802117	0	1.0604	0.388531
XLOC_019462	0	1.30427	0	0	0.462296	0
XLOC_019463	0	0.810528	0	0	1.16055	0
XLOC_019464	0	0.896708	0	0	1.49283	0
XLOC_019465	0	0.22426	0.485632	0	0.352473	0.620186
XLOC_019470	44.9327	0	0	32.6462	0	0
XLOC_019471	0	0.601202	0	0	1.22404	0
XLOC_019472	0	0.149342	0	0	0.115653	0
XLOC_019473	0	1.19299	0	0	0.358209	0
XLOC_019475	7.61592	0	0	9.947	0	0
XLOC_019476	0.695125	0	0.0420408	1.42335	0	0.16475
XLOC_019477	1.04141	0	0	2.20933	0	0
XLOC_019478	0	0	0	0.140579	0	0
XLOC_019479	0	1.67659	0	0.25949	1.7734	0
XLOC_019480	35.1298	0	0	32.9246	0	0
XLOC_019482	0	24.8538	0	0	29.7229	0
XLOC_019483	0	0	5.91114	0	0	9.62053
XLOC_019485	0	0	0.722067	0	0	1.15417
XLOC_019486	0.235125	0	0	0	0	0
XLOC_019487	0.157848	0	0	0.166775	0	0
XLOC_019490	23.6366	0	0	30.3153	0	0
XLOC_019493	0	0	3.5217	0	0	0.402981
XLOC_019495	0	0	0	0	0	0
XLOC_019497	0	1.85883	0	0	0.581409	0
XLOC_019498	0	0	0	0	0	0
XLOC_019500	0	0	41.8456	0	0	28.8622
XLOC_019502	0	0	5.41996	0	0	10.4324
XLOC_019504	0	36.5564	0	0	39.5926	0
XLOC_019505	0	0	0.449215	0	0	0.850212
XLOC_019512	0.78653	0	0	0.533396	0	0
XLOC_019513	0.500995	0	0	0.175512	0	0
XLOC_019514	0	0	0	0	0	0
XLOC_019515	0	0	0	0	0	0
XLOC_019519	14.1861	0	0	12.0425	0	0
XLOC_019521	0	0.84153	0	0	0.0798862	0
XLOC_019522	0.283532	0	0	0.313481	0	0
XLOC_019523	0.373382	0	0	0.62331	0	0
XLOC_019524	0.129041	0.730175	0	0.707993	1.57053	0
XLOC_019525	0.171464	0.239549	0	0.197318	0.468524	0
XLOC_019526	0	0	19.5839	0	0	19.3883
XLOC_019527	0.485505	0	0	0.859932	0	0
XLOC_019528	0.372431	0	0	0.799511	0	0
XLOC_019529	0	0	1.85756	0	0	0.163614
XLOC_019530	0.10704	46.0979	0	0	74.3276	0
XLOC_019531	0.143836	0	0.0614237	0.187724	0	0.701364
XLOC_019532	0	1.32732	0	0	0	0
XLOC_019533	0	1.02281	0	0	0.316921	0
XLOC_019534	0.254334	1.65518	0	0.130375	0.165146	0
XLOC_019535	0.0629264	0	0	0	0	0
XLOC_019537	19.0844	0	0	10.3571	0	0
XLOC_019538	0.0953264	0	0.340011	0.257787	0	0.0337386
XLOC_019540	0.182339	0	0	0.401728	0	0
XLOC_019541	0.263645	0	0	0.666436	0	0
XLOC_019542	0.646582	0	0	0.567551	0	0
XLOC_019543	0.314041	0	0	0.740425	0	0
XLOC_019544	0.83217	0	0	1.10741	0	0
XLOC_019545	0.38914	0	0.490613	0.543959	0	1.15705
XLOC_019546	0.264229	0	0	0.164339	0	0
XLOC_019547	0	0	0.736827	0	0	0.522318
XLOC_019548	0	0	0.471155	0	0	0.772854
XLOC_019549	0	0	0.181498	0	0	0.354318
XLOC_019550	0	0	35.3567	0	0	37.4396
XLOC_019551	1.03433	0	0.933821	2.0295	0	0.998806
XLOC_019552	1.12793	0	0.146031	1.81426	0	0.745623
XLOC_019553	2.00729	0	0.2944	2.56358	0	0.616997
XLOC_019554	1.27707	0	0	2.82769	0	0
XLOC_019555	1.35254	0.613078	0	3.67373	0.711255	0
XLOC_019556	0	0.184392	0.130262	0	0.824529	1.94485
XLOC_019557	0.087092	1.09644	0.481472	0.449936	0.664396	0.943353
XLOC_019558	0.501182	0	0.828231	0	0	1.24377
XLOC_019559	0.227711	0	0	0.594006	0	0
XLOC_019560	0	0	0	0.265698	0	0
XLOC_019561	0.0434028	0	0	0.414308	0	0
XLOC_019562	0.22114	0	0	0.480101	0	0
XLOC_019563	0	0	0	0.234573	0	0
XLOC_019564	0	0	0	0.0275877	0	0
XLOC_019566	0	0.424717	0	0	1.95923	0
XLOC_019567	0	0.125873	0	0	0.840258	0
XLOC_019568	0	0.224201	0	0	1.53817	0
XLOC_019569	0	0.309565	0	0	2.19716	0
XLOC_019571	0	0	17.8764	0	0	33.3693
XLOC_019573	0	0	0	0	0.999056	0
XLOC_019577	0	0	13.4448	0	0.355991	22.3699
XLOC_019578	0	0	0	0	0	0
XLOC_019582	0.381876	0	0	0	0	0
XLOC_019583	1.25787	0	0	0.764586	0	0
XLOC_019585	0	28.0697	0	0	36.1744	0
XLOC_019586	0	0.0298089	0	0	0	0
XLOC_019588	0	0	0	0.244272	0	0
XLOC_019589	0	0	0	0	0	0
XLOC_019590	0.463725	0	0	0.231978	0	0
XLOC_019592	0.479525	0	0	0.0805646	0	0
XLOC_019596	2.0712	0	0	1.41128	0	0
XLOC_019600	1.73285	0	1.54958	3.36022	0	0
XLOC_019601	1.38252	0	0	1.32654	0	0
XLOC_019602	2.27493	0	0	0.991886	0	0
XLOC_019603	0.462534	0	0	0.339149	0	0
XLOC_019604	0.564609	0	0	0.334389	0	0
XLOC_019606	0.687744	0	0	0.388703	0	0
XLOC_019607	0	0	0	0.111381	0	0
XLOC_019608	0	1.5972	0	0	0.831211	0
XLOC_019609	0	0	0	0	0	0
XLOC_019612	9.42182	0	0	1.384	0	0.198895
XLOC_019613	2.16815	0	0.505879	0.815861	0	0.475725
XLOC_019614	2.59004	0	0.7498	0.548378	0	0.677255
XLOC_019615	1.8053	0	0	0.484219	0	0
XLOC_019616	2.52237	0	0	0.698694	0	0
XLOC_019617	2.6851	0	0	1.63747	0	0
XLOC_019618	1.3229	0	0	0.318505	0	0
XLOC_019619	2.58177	0	0	0.745554	0	0
XLOC_019620	1.39475	0	0.0741041	0.309224	0	0.177927
XLOC_019621	1.1024	0	0	0.246554	0	0
XLOC_019622	0.934972	0	0	0.17771	0	0
XLOC_019623	2.90378	0	0	0.585578	0	0
XLOC_019624	1.02037	0	0	0.200189	0	0
XLOC_019625	1.24305	0	0.493645	0.214821	0	1.39523
XLOC_019626	0.371595	0	0	0	0	0
XLOC_019627	0.760069	0.163799	0	0.503388	0.302416	0
XLOC_019628	0.518765	0	0.0791179	0.309244	0	0.865833
XLOC_019629	0.598132	0	0	0.602381	0	0
XLOC_019630	0.445499	0	0	0.303954	0	0
XLOC_019631	0.419109	0	0	0	0	0
XLOC_019632	0.663436	0	0	0.352085	0	0
XLOC_019633	1.0732	0	0	0.212908	0	0
XLOC_019634	0.680957	0	0	0.266946	0	0
XLOC_019635	0.67601	0	0	0.147248	0	0
XLOC_019636	0.909896	0	0	0	0	0
XLOC_019637	0.237569	0	0	0	0	0
XLOC_019638	1.07601	0	0.16035	0.375258	0	0.349179
XLOC_019639	1.84189	0	0	0.150522	0	0
XLOC_019640	1.14124	0	0	0.315144	0	0
XLOC_019647	17.7346	0	0	22.672	0	0
XLOC_019656	0	0	0	0	0	0
XLOC_019659	0.346337	0	0	0	0	0
XLOC_019660	1.25313	0	0	0.173472	0	0
XLOC_019661	0.684421	0	21.7086	0	0	26.1081
XLOC_019662	0.238858	0	0	0.0852992	0	0
XLOC_019663	0.385938	0	0.4228	0	0	1.02831
XLOC_019664	0.851729	0	0	0.100678	0	0
XLOC_019666	1.45941	0	165.396	0.596834	0	156.14
XLOC_019667	0.0622356	0	0	0	0	0
XLOC_019668	0.59843	0	0	0.156734	0	0
XLOC_019669	0.337649	0	0	0	0	0
XLOC_019670	0.791558	0	0	0.267008	0	0
XLOC_019671	0.397639	0	0	0.24062	0	0.353736
XLOC_019672	0.322584	0	0.838316	0.093412	0	1.04809
XLOC_019673	0.307926	0	1.9748	0	0	2.81914
XLOC_019674	0.629314	0	1.60146	0.122128	0	2.50316
XLOC_019676	1.1649	0	0	2.28188	0	0
XLOC_019681	0	0.185563	0	0	0.992984	0
XLOC_019682	0	0.356926	0	0	1.35459	0
XLOC_019689	0	0.860439	0	0	1.71208	0
XLOC_019690	0	0.308306	0	0	1.12392	0
XLOC_019691	0	0.07538	0	0	0.256667	0
XLOC_019692	0	0.234848	0	0	0.502667	0
XLOC_019693	0	0.432058	0	0	0.480542	0
XLOC_019694	0	0.0835662	0	0	0.187679	0
XLOC_019695	0	0.377956	0	0	0.595423	0
XLOC_019696	0	0	0.573472	0	0.173383	0.935307
XLOC_019697	0	0.200148	0.752074	0	0	0.675603
XLOC_019698	0	0.0963082	0.41471	0	0.19313	0.4765
XLOC_019699	0	0	0.114053	0	0.203206	1.39032
XLOC_019700	0	0.221964	0	0	0.375319	0
XLOC_019701	0	0.261697	0	0	0.358597	0
XLOC_019702	0	0.602766	1.16666	0	0.550581	0.679078
XLOC_019703	0	1.28542	0.344998	0	0.931122	0.446854
XLOC_019704	0	0.22801	0	0	0.250341	0
XLOC_019705	0	0.0723042	0	0	0.170355	0
XLOC_019706	0	0.346851	0.89716	0	0.439679	0.295002
XLOC_019707	0	0.250947	0	0	0.382627	0
XLOC_019708	0	0.666653	0	0	0.414218	0
XLOC_019709	0	14.118	0	0	24.1011	0
XLOC_019710	0	5.59186	0	0	13.032	0
XLOC_019711	0.18178	4.38074	0	0.262903	8.02084	0
XLOC_019712	0.0964416	2.28424	0	0	3.48117	0
XLOC_019713	0.0999634	2.58539	0	0.337206	4.53696	0
XLOC_019714	0	5.61621	0	0.280702	9.84995	0
XLOC_019715	0.15816	1.13518	0	0.50924	1.28206	0
XLOC_019716	0	0.945433	0	0.339108	1.36491	0
XLOC_019717	0	2.48785	0	0.392099	2.99587	0
XLOC_019718	0.174654	0.785653	0	0.334746	4.15757	0.0511766
XLOC_019719	0	0	0	0	0	0
XLOC_019720	0.621558	0	24.1272	0.26857	0.0923325	29.526
XLOC_019721	0	0	1.83147	0.557344	0	2.13713
XLOC_019722	0.191625	0	0	0.33876	0	0
XLOC_019723	0.406319	0.155561	0	0.25069	0.572466	0
XLOC_019724	0.518804	0	0	0.433764	0	0
XLOC_019725	0.471727	0	0	0.682463	0	0
XLOC_019726	13.6985	0	0	9.89635	0	0
XLOC_019727	0	23.6336	0	0	19.24	0
XLOC_019731	0	1.46134	0	0	0.522882	0
XLOC_019733	0.416119	0	0	0	0	0
XLOC_019734	0	0.456537	0	0	0.833183	0
XLOC_019736	0.307228	0.935525	0.214582	0.143564	0.401708	0.144541
XLOC_019737	0	0	0.912776	0	0	0.438975
XLOC_019738	124.438	0	0	115.771	0	0
XLOC_019739	0	0	0	0	0	0.0452456
XLOC_019741	0.933548	0	11.9338	0.692834	0	12.6198
XLOC_019742	0.495731	0	0.265919	0.274443	0	0.32177
XLOC_019750	0	0.398749	0	0	0.271508	0
XLOC_019751	0	0	0	0	0	0
XLOC_019752	0	1.29911	0	0	1.36781	0
XLOC_019753	0	3.07345	0	0.0372153	0.934759	0
XLOC_019754	0	3.69696	0	0	1.32702	0
XLOC_019759	1.05133	0	0.570043	0.551038	0	0.107943
XLOC_019760	0	0	5.06869	0	0	1.70774
XLOC_019763	31.7517	0	6.42554	36.6369	0	15.2542
XLOC_019767	0	0	12.8844	0	0	19.2136
XLOC_019768	0	23.639	0	0	11.6985	0
XLOC_019769	0	0	0.565693	0	0	0.595581
XLOC_019770	0.172444	0	0.509975	0.0221052	0	1.48841
XLOC_019771	0	0.104739	0	0	0.65228	0
XLOC_019776	0	0.462222	0	0	1.07958	0
XLOC_019779	0	0	1.27323	0	0	1.93683
XLOC_019780	0	0	0	0	0	0.106061
XLOC_019781	0	0	0	0	0	0
XLOC_019782	0	0	0.446737	0	0	0.680691
XLOC_019783	0	7.62512	0.208669	0	20.46	0.402116
XLOC_019784	0.126411	0	0	0.817047	0	0
XLOC_019785	0	0	0	1.48955	0	0
XLOC_019786	0.345566	0	0	0.621513	0	0
XLOC_019787	0.197061	0	48.4252	0.804218	0	94.4076
